formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	mappingFeatureId	overallFeatureQuality
1	C6H7NO2Si	[M + Na]+	C6H7NNaO2Si+	Fatty acids	0.335	Nicotinic acid alkaloids	0.179	Halogenated fatty acids	0.444	Organic nitrogen compounds	0.673	Organonitrogen compounds	0.579					Organonitrogen compounds	0.579	Organic compounds; Organonitrogen compounds; Organooxygen compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	176.014	20	0.330	707666724760461935	707666495583679206	12	
1	C6H10NO2S	[M - H2O + H]+	C6H9NOS+	Amino acids and Peptides	0.872	Fatty amides	0.164	Primary amides	0.445	Organic acids and derivatives	0.678	Carboxylic acids and derivatives	0.648					Carboxylic acids and derivatives	0.648	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	143.040	20	0.331	707666717021970769	707666495285883606	8	
1	C3H5F2NO2	[M + Na]+	C3H5F2NNaO2+	Fatty acids	0.894	Fatty Acids and Conjugates	0.693	Halogenated fatty acids	0.958	Organic acids and derivatives	0.919	Carboxylic acids and derivatives	0.906	Carboxylic acid derivatives	0.352	Carboxylic acid amides	0.504	Carboxylic acid amides	0.504	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Alkyl fluorides; Carboxylic acids; Organofluorides; Carbonyl compounds; Alkyl halides; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	148.019	20	0.331	707666718989099396	707666495508181730	11	
1	C5H11ClN2O2S	[M + H]+	C5H12ClN2O2S+	Alkaloids	0.494	Histidine alkaloids	0.036	Imidazole alkaloids	0.037	Organic acids and derivatives	0.937	Organic sulfuric acids and derivatives	0.557					Organic sulfuric acids and derivatives	0.557	Organic compounds; Organic acids and derivatives; Organohalogen compounds; Organosulfonic acids and derivatives; Organonitrogen compounds; Organic sulfuric acids and derivatives; Alkyl chlorides; Organochlorides; Alkyl halides; Organic oxides; Hydrocarbon derivatives; Organic sulfonic acids and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	199.030	20	0.332	707666730078839729	707666495650788074	13	
1	C4H5N3O4S3	[M + H]+	C4H6N3O4S3+	Amino acids and Peptides	0.450	Histidine alkaloids	0.288	Imidazole alkaloids	0.290	Organoheterocyclic compounds	0.877	Azoles	0.547					Azoles	0.547	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	255.952	20	0.333	707666734361224297	707666495214580434	7	
1	C13H18O4	[M + Na]+	C13H18NaO4+	Polyketides	0.718	Cyclic polyketides	0.301	Bisabolane sesquiterpenoids	0.295	Organic acids and derivatives	0.891	Carboxylic acids and derivatives	0.807	Carboxylic acid derivatives	0.670	Carboxylic acid esters	0.618	Carboxylic acid esters	0.618	Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	261.110	20	0.334	707666727566451478	707666498775544826	81	
1	C4H5BrFNO4	[M + K]+	C4H5BrFKNO4+	Fatty acids	0.921	Fatty Acids and Conjugates	0.942	Halogenated fatty acids	0.996	Organic acids and derivatives	0.996	Carboxylic acids and derivatives	0.993	Amino acids, peptides, and analogues	0.583	Amino acids and derivatives	0.581	Amino acids and derivatives	0.581	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Halogenated fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Organobromides; Organofluorides; Alpha-halocarboxylic acids and derivatives; Carbonyl compounds; Alkyl halides; Alpha-halocarboxylic acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	267.902	20	0.335	707666731525874677	707666495793394414	14	
1	C5H5NSi	[M + Na]+	C5H5NNaSi+	Fatty acids	0.632	Fatty acyls	0.599	Pyridine alkaloids	0.399	Organic nitrogen compounds	0.762	Organonitrogen compounds	0.745					Organonitrogen compounds	0.745	Organic compounds; Organonitrogen compounds; Hydrocarbon derivatives; Organic nitrogen compounds; Chemical entities	130.008	20	0.338	707666765331966798	707666495357186778	9	
1	C8H14N2O7	[M - H2O + H]+	C8H13N2O6+	Carbohydrates	0.968	Aminosugars and aminoglycosides	0.890	Aminosugars	0.661	Organic oxygen compounds	1.000	Organooxygen compounds	0.993	Carbohydrates and carbohydrate conjugates	0.762	Monosaccharides	0.598	Monosaccharides	0.598	Organic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Monosaccharides; Secondary alcohols; Carbonyl compounds; Oxanes; Polyols; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	233.079	20	0.341	707666725314110108	707666498716824562	79	
1	C4H6N2O3S	[M + K]+	C4H6KN2O3S+	Amino acids and Peptides	0.398	Histidine alkaloids	0.501	Imidazole alkaloids	0.508	Organic acids and derivatives	0.933	Carboxylic acids and derivatives	0.888	Carboxylic acid derivatives	0.486	Carboxylic acid amides	0.346	Acetamides	0.680	Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Acetamides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	200.973	20	0.341	707666730124977085	707666499069146142	90	
1	C4H8N2O4P2S2	[M + K]+	C4H8KN2O4P2S2+	Alkaloids	0.492	Pseudoalkaloids (transamidation)	0.119	Pyridine alkaloids	0.052	Organosulfur compounds	0.645	Sulfenyl compounds	0.561					Sulfenyl compounds	0.561	Organic compounds; Organosulfur compounds; Organic acids and derivatives; Organonitrogen compounds; Sulfenyl compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	312.901	21	0.345	707666737758610828	707666498930734094	86	
1	C6H3BrFNO4	[M + H]+	C6H4BrFNO4+	Alkaloids	0.416	Fatty Acids and Conjugates	0.210	Halogenated fatty acids	0.602	Organic 1,3-dipolar compounds	0.823	Allyl-type 1,3-dipolar organic compounds	0.845	Organic nitro compounds	0.814	C-nitro compounds	0.790	Nitroaromatic compounds	0.668	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Aryl bromides; Aryl fluorides; Organic nitro compounds; Organic oxoazanium compounds; Organobromides; Organofluorides; Carbonyl compounds; Aryl halides; Vinyl halides; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Organic salts; Vinylogous halides; Organic oxides; C-nitro compounds; Hydrocarbon derivatives; Organic oxygen compounds; Nitroaromatic compounds; Organic nitrogen compounds; Chemical entities	251.930	21	0.346	707666738777826776	707666496120550142	18	
1	C4H5BrF3NO2	[M + H]+	C4H6BrF3NO2+	Fatty acids	0.937	Fatty Acids and Conjugates	0.912	Halogenated fatty acids	0.993	Organic acids and derivatives	0.763	Carboxylic acids and derivatives	0.756	Carboxylic acids	0.556			Carboxylic acids	0.556	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Alkyl bromides; Alkyl fluorides; Carboxylic acids; Organobromides; Organofluorides; Carbonyl compounds; Alkyl halides; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	235.952	21	0.347	707666740682040900	707666496212824838	20	
1	C5H8ClN3OS	[M + K]+	C5H8ClKN3OS+	Alkaloids	0.366	Histidine alkaloids	0.245	Imidazole alkaloids	0.244	Organic nitrogen compounds	1.000	Organonitrogen compounds	1.000	N-arylamides	0.763			N-arylamides	0.763	Organic compounds; Organoheterocyclic compounds; Thiadiazoles; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Azoles; Carboxylic acid amides; Alkyl chlorides; Carboxylic acid derivatives; Organochlorides; Secondary carboxylic acid amides; Carbonyl compounds; Alkyl halides; N-arylamides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Chloroacetamides; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	231.971	21	0.348	707666770679704821	707666495847920370	15	
1	C7H16N2	[M + H3N + H]+	C7H20N3+	Alkaloids	1.000	Ornithine alkaloids	1.000	Polyamines	1.000	Organic nitrogen compounds	1.000	Organonitrogen compounds	1.000	Amines	0.998	Secondary amines	0.814	Dialkylamines	0.817	Organic compounds; Organonitrogen compounds; Monoalkylamines; Dialkylamines; Amines; Primary amines; Secondary amines; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	146.165	21	0.349	707666719492415944	707666495990526710	16	
1	C7H13N	[M + H3N + H]+	C7H17N2+	Alkaloids	0.840	Ornithine alkaloids	0.319	Acetate-derived alkaloids	0.454	Organic nitrogen compounds	1.000	Organonitrogen compounds	1.000	Amines	0.944	Tertiary amines	0.559	Trialkylamines	0.628	Organic compounds; Organonitrogen compounds; Trialkylamines; Amines; Tertiary amines; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	129.139	21	0.350	707666715591713047	707666496057635578	17	
1	C4H7Cl2NO3	[M - H2O + H]+	C4H6Cl2NO2+	Fatty acids	0.484	Fatty Acids and Conjugates	0.150	Halogenated fatty acids	0.913	Organic acids and derivatives	0.999	Carboxylic acids and derivatives	0.995	Carboxylic acid derivatives	0.981	Carboxylic acid amides	0.966	Secondary carboxylic acid amides	0.901	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Alkyl chlorides; Carboxylic acid derivatives; Organochlorides; Secondary carboxylic acid amides; Carbonyl compounds; Halohydrins; Chlorohydrins; Alkyl halides; Acetamides; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	169.978	21	0.351	707666721837031975	707666498117039026	63	
1	C3H5Cl2O3	[M - H2O + H]+	C3H4Cl2O2+	Fatty acids	0.983	Fatty Acids and Conjugates	0.990	Halogenated fatty acids	0.995	Lipids and lipid-like molecules	0.333	Fatty Acyls	0.351	Fatty acids and conjugates	0.356	Halogenated fatty acids	0.550	Halogenated fatty acids	0.550	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organooxygen compounds; Halogenated fatty acids; Alkyl chlorides; Monocarboxylic acids and derivatives; Carboxylic acids; Organochlorides; Alpha-halocarboxylic acids and derivatives; Carbonyl compounds; Alkyl halides; Alpha-halocarboxylic acids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	141.959	21	0.351	707666773833821623	707666497924101026	59	
1	C3H5Cl2O3	[M + H]+	C3H6Cl2O3+	Fatty acids	0.918	Fatty Acids and Conjugates	0.951	Halogenated fatty acids	0.990	Organic acids and derivatives	0.714	Carboxylic acids and derivatives	0.730	Carboxylic acids	0.653			Carboxylic acids	0.653	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organooxygen compounds; Alkyl chlorides; Monocarboxylic acids and derivatives; Carboxylic acids; Organochlorides; Carbonyl compounds; Alkyl halides; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	159.969	21	0.351	707666751817918565	707666497974432678	60	
1	C2H4BNO4	[M + K]+	C2H4BKNO4+	Fatty acids	0.528	Fatty Acids and Conjugates	0.533	Halogenated fatty acids	0.871	Organic acids and derivatives	0.968	Boronic acid derivatives	0.529	Boronic acids	0.602			Boronic acids	0.602	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Boronic acids; Organometallic compounds; Boronic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Organometalloid compounds; Carbonyl compounds; Organic salts; Organic oxides; Organic metalloid salts; Organic metal salts; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	154.990	21	0.352	707666714023043242	707666497555002234	49	
1	C7H7AsN2O6	[M + K]+	C7H7AsKN2O6+	Alkaloids	0.096	Small peptides	0.072	Aminoacids	0.082	Organoheterocyclic compounds	0.967	Diazines	0.502					Diazines	0.502	Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organoarsenic compounds; Organometallic compounds; Diazines; Organometalloid compounds; Organic salts; Organic oxides; Organic metalloid salts; Organic metal salts; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Oxygen-containing organoarsenic compounds; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	328.915	21	0.352	707666735183307957	707666497487893362	47	
1	C5H8Cl2NO3	[M - H2O + H]+	C5H7Cl2NO2+	Fatty acids	0.807	Fatty Acids and Conjugates	0.302	Halogenated fatty acids	0.915	Organic acids and derivatives	0.998	Carboxylic acids and derivatives	0.991	Carboxylic acid derivatives	0.959	Carboxylic acid amides	0.919	Secondary carboxylic acid amides	0.841	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Alkyl chlorides; Carboxylic acid derivatives; Organochlorides; Secondary carboxylic acid amides; Carbonyl compounds; Alkyl halides; Acetamides; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	182.985	21	0.353	707666717965689188	707666498070901678	62	
1	C3H6Cl2O4	[M - H2O + H]+	C3H5Cl2O3+	Fatty acids	0.939	Fatty Acids and Conjugates	0.701	Halogenated fatty acids	0.955	Organohalogen compounds	0.995	Halohydrins	0.540	Chlorohydrins	0.569			Chlorohydrins	0.569	Organic compounds; Alcohols and polyols; Organohalogen compounds; Organooxygen compounds; Alkyl chlorides; Organochlorides; Halohydrins; Chlorohydrins; Alkyl halides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	158.962	21	0.353	707666755445991686	707666498263839678	66	
1	CH5ClFNO3P	[M + Na]+	CH5ClFNNaO3P+	Amino acids and Peptides	0.190	Small peptides	0.067	Halogenated fatty acids	0.215	Organic acids and derivatives	0.904	Organic phosphonic acids and derivatives	0.670	Organic phosphonic acids	0.661			Organic phosphonic acids	0.661	Organic compounds; Organic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organophosphorus compounds; Organic phosphonic acids and derivatives; Alkyl fluorides; Organic phosphonic acids; Organochlorides; Organofluorides; Alkyl halides; Organic salts; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	186.957	21	0.355	707666768586746913	707666498309977026	67	
1	C2H3NO2PS3	[M - H2O + H]+	C2H2NOPS3+	Amino acids and Peptides	0.140	Small peptides	0.131	Aminoacids	0.182	Organic acids and derivatives	0.725	Organic dithiophosphoric acids and derivatives	0.564					Organic dithiophosphoric acids and derivatives	0.564	Organic compounds; Organosulfur compounds; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organophosphorus compounds; Organothiophosphorus compounds; Sulfenyl compounds; Organic dithiophosphoric acids and derivatives; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	182.903	21	0.355	707666728879268708	707666496577729314	27	
1	C3H6Cl3NO5	[M - H2O + H]+	C3H5Cl3NO4+	Fatty acids	0.440	Fatty Acids and Conjugates	0.229	Halogenated fatty acids	0.764	Organohalogen compounds	0.999	Halohydrins	0.833	Chlorohydrins	0.914			Chlorohydrins	0.914	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Alkyl chlorides; Organochlorides; Carbonyl compounds; Alkanolamines; Halohydrins; Chlorohydrins; Alkyl halides; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	223.929	21	0.355	707666744163313432	707666496384791318	24	
1	CH6AsFNO7	[M + K]+	CH6AsFKNO7+	Fatty acids	0.181	Fatty Acids and Conjugates	0.404	Halogenated fatty acids	0.407	Organometallic compounds	0.905	Organometalloid compounds	0.905	Organoarsenic compounds	0.989	Pentavalent organic arsenic compounds	0.942	Pentaorganoarsanes	0.942	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Organoarsenic compounds; Organometallic compounds; Carboxylic acids; Organometalloid compounds; Carbonyl compounds; Organic salts; Organic oxides; Arsine oxides; Organic metalloid salts; Organic metal salts; Pentavalent organic arsenic compounds; Hydrocarbon derivatives; Pentaorganoarsanes; Oxygen-containing organoarsenic compounds; Organic oxygen compounds; Alkylarsine oxides; Organic nitrogen compounds; Chemical entities	276.897	21	0.356	707666737842496948	707666498393863114	69	
1	C4H5NO4S	[M + Na]+	C4H5NNaO4S+	Alkaloids	0.250	Nicotinic acid alkaloids	0.084	Pyridine alkaloids	0.084	Organosulfur compounds	0.706	Sulfonyls	0.601	Sulfonyl isocyanates	0.561			Sulfonyl isocyanates	0.561	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Sulfonyls; Organic oxides; Hydrocarbon derivatives; Sulfonyl isocyanates; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	185.984	21	0.356	707666767332649951	707666496338653970	23	
1	C3H3FeNO2	[M + H]+	C3H4FeNO2+	Alkaloids	0.645	Nicotinic acid alkaloids	0.606	Pyridine alkaloids	0.610	Organoheterocyclic compounds	0.728	Heteroaromatic compounds	0.637					Heteroaromatic compounds	0.637	Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	139.964	21	0.356	707666761250908800	707666497877963678	58	
1	C5H9Cl2NO4	[M - H2O + H]+	C5H8Cl2NO3+	Fatty acids	0.593	Fatty Acids and Conjugates	0.303	Halogenated fatty acids	0.944	Organic acids and derivatives	0.999	Carboxylic acids and derivatives	0.991	Carboxylic acid derivatives	0.906	Carboxylic acid amides	0.859	Secondary carboxylic acid amides	0.817	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Alkyl chlorides; Carboxylic acid derivatives; Organochlorides; Secondary carboxylic acid amides; Carbonyl compounds; Chlorohydrins; Alkyl halides; Acetamides; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	199.988	21	0.356	707666760810506842	707666498356114374	68	
