structurePerIdRank	formulaRank	ConfidenceScoreExact	ConfidenceScoreApproximate	CSI:FingerIDScore	ZodiacScore	SiriusScoreNormalized	SiriusScore	molecularFormula	adduct	precursorFormula	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	mappingFeatureId	overallFeatureQuality
1	3	0.004	0.004	-82.271	0.083	0.333	49.868	C4H2N2O4S3	[M + H3N + H]+	C4H6N3O4S3+	CTRMWFGTNATESO	InChI=1S/C4H2N2O4S3/c7-5(8)3-1-2-13(11,12)4(3)6(9)10/h1-2H	2,3-Dinitro-1,1-bis(sulfanylidene)thiophene	C1=CS(=S)(=S)C(=C1[N+](=O)[O-])[N+](=O)[O-]	3.200	153840778	PUBCHEM:(153840778)	2	255.952	20	0.333	707666734361224298	707666495214580434	7	
1	5	0.042	0.042	-191.358	0.082	0.093	10.562	C11H9N5O2	[M + H3N + H]+	C11H13N6O2+	FATVVEDXFDYTML	InChI=1S/C11H9N5O2/c17-10-8-9(14-6-13-8)16(11(18)15-10)5-7-2-1-3-12-4-7/h1-4,6H,5H2,(H,13,14)(H,15,17,18)	3-[(pyridin-3-yl)methyl]-2,3,6,7-tetrahydro-1H-purine-2,6-dione	C1=CC(=CN=C1)CN2C3=C(C(=O)NC2=O)NC=N3	0.004	1793422	COCONUT:(CNP0120577);SUPERNATURAL:(SN0080679);PUBCHEM:(1793422)	3145730	261.110	20	0.334	707666727566451482	707666498775544826	81	
1	2	0.075	0.075	-56.939	0.017	0.083	14.536	C3H3F2NO	[M + Na]+	C3H3F2NNaO+	HHMFJCVUFBFVNG	InChI=1S/C3H3F2NO/c4-3(5)1-6-2-7/h3H,1H2	1,1-Difluoro-2-isocyanatoethane	C(C(F)F)N=C=O	1.900	22392485	PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);PUBCHEM:(22392485);DSSTox:(DTXSID00625398)	137506062338	130.008	20	0.338	707666765331966799	707666495357186778	9	
1	2	0.082	0.082	-169.054	0.025	0.309	16.442	C13H14O5	[M - H2O + H]+	C13H13O4+	HCSKILVSDLILBO	InChI=1S/C13H14O5/c1-9-10(13(17)18-12(9)16)7-5-3-2-4-6-8-11(14)15/h5-8H,2-4H2,1H3,(H,14,15)	Tricladolide A	CC1=C(C(=O)OC1=O)C=CCCCC=CC(=O)O	2.000	73023261;11593996	COCONUT:(CNP0357508);SUPERNATURAL:(SN0122042);PUBCHEM:(73023261 11593996);LOTUS:(Q104167707 Q75068985);PUBMED	271581250	233.079	20	0.341	707666725314110105	707666498716824562	79	
1	1	0.042	0.042	-205.302	1.000	1.000	169.707	C4H6N2O3S	[M + K]+	C4H6KN2O3S+	OUTFDTGUYMRODV	InChI=1S/C4H6N2O3S/c5-10(7,8)3-4-1-2-9-6-4/h1-2H,3H2,(H2,5,7,8)	1,2-Oxazol-3-ylmethanesulfonamide	C1=CON=C1CS(=O)(=O)N	-1.100	69615604	PUBCHEMANNOTATIONSAFETYANDTOXIC;PUBCHEM:(69615604)	67108866	200.973	20	0.341	707666730124977085	707666499069146142	90	
1	1	-Infinity	-Infinity	-103.948	0.572	0.333	33.451	C4H5BrF3NO2	[M + H]+	C4H6BrF3NO2+	GKMPAMACLNOVMB	InChI=1S/C4H5BrF3NO2/c5-1-3(10)9-11-2-4(6,7)8/h1-2H2,(H,9,10)	2-Bromo-N-(2,2,2-trifluoroethoxy)acetamide	C(C(=O)NOCC(F)(F)F)Br	1.500	81565955	PUBCHEM:(81565955)	2	235.952	21	0.347	707666740682040900	707666496212824838	20	
1	8	0.066	0.066	-103.006	0.013	0.016	15.196	C4H4Cl2N2O2S	[M + H3N + H]+	C4H8Cl2N3O2S+	SWTLYSQAVQWLET	InChI=1S/C4H4Cl2N2O2S/c1-8-2-7-4(3(8)5)11(6,9)10/h2H,1H3	5-chloro-1-methyl-1H-imidazole-4-sulfonyl chloride	CN1C=NC(=C1Cl)S(=O)(=O)Cl	1.300	16771964	PUBCHEMANNOTATIONSAFETYANDTOXIC;PUBCHEM:(16771964);DSSTox:(DTXSID90588201)	137506062338	231.971	21	0.348	707666770679704827	707666495847920370	15	
1	1	0.217	0.217	-65.866	1.000	0.500	54.397	C7H16N2	[M + H3N + H]+	C7H20N3+	DDROADVTQNAKPF	InChI=1S/C7H16N2/c1-9(2)6-7-3-4-8-5-7/h7-8H,3-6H2,1-2H3	(R)-N,N-Dimethyl-1-(pyrrolidin-3-yl)methanamine	CN(C)CC1CCNC1	0.200	14086165;26368555;26368557	PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);PUBCHEM:(14086165 26368555 26368557);DSSTox:(DTXSID00555621);PUBMED:(null)	137506062402	146.165	21	0.349	707666719492415944	707666495990526710	16	
1	1	0.457	0.457	-44.239	1.000	0.333	60.633	C7H13N	[M + H3N + H]+	C7H17N2+	MVLFZLPESCBBMQ	InChI=1S/C7H13N/c1-4-8(5-1)6-7-2-3-7/h7H,1-6H2	1-(Cyclopropylmethyl)azetidine	C1CN(C1)CC2CC2	1.100	67325556;154069052	PUBCHEM:(67325556 154069052)	2	129.139	21	0.350	707666715591713047	707666496057635578	17	
1	3	0.074	0.074	-62.565	0.032	0.302	62.230	C4H2Cl2O2	[M + H3N + H]+	C4H6Cl2NO2+	ZLYYJUJDFKGVKB	InChI=1S/C4H2Cl2O2/c5-3(7)1-2-4(6)8/h1-2H	But-2-enedioyl dichloride	C(=CC(=O)Cl)C(=O)Cl	1.500	5325504;5354159;12324	NORMAN:(NS00035162);PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);MESH:(5325504);PUBCHEM:(5325504 5354159 12324);DSSTox:(DTXSID3033519);PUBMED:(null)	137506324550	169.978	21	0.351	707666721837031974	707666498117039026	63	
1	1	-Infinity	-Infinity	-242.962	0.982	0.785	31.841	C7H7AsN2O6	[M + K]+	C7H7AsKN2O6+	WUYILKNJYBJDDM	InChI=1S/C7H7AsN2O6/c9-7(11)5-2-1-4(8(12,13)14)3-6(5)10(15)16/h1-3H,(H2,9,11)(H2,12,13,14)		C1=CC(=C(C=C1[As](=O)(O)O)[N+](=O)[O-])C(=O)N	-0.398	225785	PUBCHEM:(225785);DSSTox:(DTXSID20969529)	137438953474	328.915	21	0.352	707666735183307957	707666497487893362	47	
1	2	0.048	0.048	-68.187	0.012	0.481	68.556	C3H4Cl2O3	[M + H]+	C3H5Cl2O3+	KVUDZUPUUSUAAJ	InChI=1S/C3H4Cl2O3/c4-1-7-3(6)8-2-5/h1-2H2	Bis(chloromethyl) carbonate	C(OC(=O)OCCl)Cl	1.325	2756722	PUBCHEMANNOTATIONSAFETYANDTOXIC;PUBCHEM:(2756722)	67108866	158.962	21	0.353	707666755445991685	707666498263839678	66	
1	1	0.109	0.109	-76.945	0.631	0.899	69.041	C4H5NO4S	[M + Na]+	C4H5NNaO4S+	BXQFLVYBXGWIRW	InChI=1S/C4H5NO4S/c5-10(6,7)4-3-8-1-2-9-4/h1-3H,(H2,5,6,7)	1,4-Dioxine-2-sulfonamide	C1=COC(=CO1)S(=O)(=O)N	-1.000	69260585	PUBCHEM:(69260585)	2	185.984	21	0.356	707666767332649951	707666496338653970	23	
1	2	0.195	0.195	-67.957	0.282	0.333	119.528	C5H7Cl2NO3	[M + H]+	C5H8Cl2NO3+	FQNQSESHWCVQCT	InChI=1S/C5H7Cl2NO3/c1-8-3(9)2-11-5(10)4(6)7/h4H,2H2,1H3,(H,8,9)	N-methyl dichloroacetoxyacetamide	CNC(=O)COC(=O)C(Cl)Cl	0.800	86738141	PUBCHEM:(86738141)	2	199.988	21	0.356	707666760810506840	707666498356114374	68	
1	3	0.013	0.013	-46.333	0.233	0.324	27.648	C2H2Cl2N2O	[M + H3N + H]+	C2H6Cl2N3O+	UHWQOIOKQAAZFT	InChI=1S/C2H2Cl2N2O/c3-1(4)2(5)6-7/h5H2	2,2-Dichloro-1-nitrosoethenamine	C(=C(Cl)Cl)(N)N=O	0.900	12727299	PUBCHEM:(12727299)	2	157.989	21	0.356	707666744649852772	707666496258962186	21	
1	2	0.031	0.031	-54.442	0.264	0.330	24.400	C3H3FN2O2S2	[M + H3N + H]+	C3H7FN3O2S2+	LEYXDQZVMFEUTP	InChI=1S/C3H3FN2O2S2/c1-10(7,8)3-6-5-2(4)9-3/h1H3	2-Fluoro-5-methylsulfonyl-1,3,4-thiadiazole	CS(=O)(=O)C1=NN=C(S1)F	0.400	54030101	PUBCHEM:(54030101)	2	199.996	22	0.360	707666760214915634	707666496464483102	26	
1	1	0.076	0.076	-62.513	1.000	0.273	10.251	C2H4Cl2O2	[M + H]+	C2H5Cl2O2+	RUUBIFVWPACNLY	InChI=1S/C2H4Cl2O2/c3-1(4)2(5)6/h1-2,5-6H	2,2-Dichloro-1,1-ethanediol	C(C(Cl)Cl)(O)O	0.400	85275	PUBCHEMANNOTATIONBIO:(null);NORMAN:(NS00055229);HMDB:(HMDB0062193);PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);CHEBI:(34213);KEGG:(C14860);PUBCHEM:(85275);DSSTox:(DTXSID10936422)	137523101994	130.967	22	0.361	707666753231399065	707666498213508026	65	
1	1	0.003	0.003	-116.407	0.902	0.896	6.600	C4H7NO3P2	[M + K]+	C4H7KNO3P2+	OJZSYUULSMQUAJ	InChI=1S/C4H7NO3P2/c1-8-4(6)3(10-5)2-9-7/h3,5H,2H2,1H3	Methyl 2-iminophosphanyl-3-phosphorosopropanoate	COC(=O)C(CP=O)P=N	-0.500	118531893	PUBCHEM:(118531893)	2	217.952	22	0.361	707666757333428583	707666496422540058	25	
1	2	0.570	0.570	-36.181	0.074	0.333	55.296	C4H7Cl2NO2	[M + H]+	C4H8Cl2NO2+	ORGXKMSIEODUAN	InChI=1S/C4H7Cl2NO2/c1-2(8)7-4(9)3(5)6/h3-4,9H,1H3,(H,7,8)	N-(2,2-Dichloro-1-hydroxyethyl)acetamide	CC(=O)NC(C(Cl)Cl)O	0.400	92148084;92264010;219434	PUBCHEM:(92148084 92264010 219434)	2	171.993	22	0.363	707666734759683217	707666498167370678	64	
1	1	0.333	0.333	-55.673	1.000	0.008	5.244	C4H7Cl2NO	[M - H2O + H]+	C4H6Cl2N+	XDINYGSGZCMRLV	InChI=1S/C4H7Cl2NO/c1-3(8)7-4(6)2-5/h4H,2H2,1H3,(H,7,8)	N-(1,2-dichloroethyl)acetamide	CC(=O)NC(CCl)Cl	0.900	129031291	PUBCHEM:(129031291)	2	137.987	22	0.363	707666740644292151	707666497127183178	37	
1	1	-Infinity	-Infinity	-58.313	1.000	1.000	83.103	C4H3BrO6	[M + Na]+	C4H3BrNaO6+	JMKBEDOVHYINRL	InChI=1S/C4H3BrO6/c5-4(1(6)7,2(8)9)3(10)11/h(H,6,7)(H,8,9)(H,10,11)	Bromomethanetricarboxylic acid	C(=O)(C(C(=O)O)(C(=O)O)Br)O	0.000	129642899	PUBCHEM:(129642899)	2	248.901	22	0.363	707666748080793572	707666497232040790	40	
1	1	-Infinity	-Infinity	-200.870	0.995	0.971	41.678	C4H6N3O2	[M + Na]+	C4H6N3NaO2+	GFPQBBIFILRPRI	InChI=1S/C4H6N3O2/c5-3-1-2-6-4(8)7(3)9/h1-2,9H,5H2,(H,6,8)		C1=CNC(=O)N([C]1N)O	-1.700	101501332	PUBCHEM:(101501332)	2	151.035	22	0.364	707666715650433305	707666496812610354	31	
1	1	0.076	0.076	-107.236	0.515	0.332	21.055	C5H10Cl2N2O	[M - H2O + H]+	C5H9Cl2N2+	VBWBRZHAGLZNST	InChI=1S/C5H10Cl2N2O/c6-1-3-8-5(10)9-4-2-7/h1-4H2,(H2,8,9,10)	1,3-Bis(2-chloroethyl)urea	C(CCl)NC(=O)NCCCl	0.600	12860051;95791	PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);PUBCHEM:(12860051 95791);DSSTox:(DTXSID40176672);PUBMED:(null)	137506062402	167.013	22	0.364	707666723967738445	707666496875524918	32	
1	2	0.016	0.018	-51.922	0.041	0.500	40.939	C3H4Cl2O	[M + H3N + H]+	C3H8Cl2NO+	INUNLMUAPJVRME	InChI=1S/C3H4Cl2O/c4-2-1-3(5)6/h1-2H2	3-chloro(314C)propanoyl chloride	C(CCl)C(=O)Cl	1.300	126655605;10582803;69364	NORMAN:(NS00003964);PUBCHEMANNOTATIONSAFETYANDTOXIC;PUBCHEM:(126655605 10582803 69364);DSSTox:(DTXSID5060801);PUBMED	137506324546	143.997	22	0.364	707666740447159830	707666496762278702	30	
1	2	0.087	0.087	-86.358	0.446	0.333	18.394	C3H5Cl2N	[M + H]+	C3H6Cl2N+	WILYSFGDCDXQIC	InChI=1S/C3H6Cl2N/c1-6(2)3(4)5/h1-2H3/q+1	Dichloromethylidene(dimethyl)azanium	C[N+](=C(Cl)Cl)C	1.900	419147	NORMAN:(NS00059541);PUBCHEM:(419147)	262146	125.987	22	0.364	707666752883271813	707666496707752746	29	
1	1	-Infinity	-Infinity	-167.882	1.000	1.000	39.880	C5H8BrFN2O6	[M + Na]+	C5H8BrFN2NaO6+	DIKYVARJNJHZEO	InChI=1S/C5H8BrFN2O6/c6-1-4(10)2-15-3-5(7,8(11)12)9(13)14/h4,10H,1-3H2	1-Bromo-3-(2-fluoro-2,2-dinitroethoxy)propan-2-ol	C(C(CBr)O)OCC([N+](=O)[O-])([N+](=O)[O-])F	0.400	119097099	PUBCHEM:(119097099)	2	312.943	22	0.364	707666755030755574	707666497051685698	35	
1	3	0.035	0.035	-112.673	0.043	0.218	63.973	C4H5BrN2O4S	[M + H3N + H]+	C4H9BrN3O4S+	ZZYCPTONQZEZMR	InChI=1S/C4H5BrN2O4S/c5-1-2-6-3(8)4(9)7-12(10)11/h1-2H2,(H,6,8)	N-(2-bromoethyl)-N'-sulfonyloxamide	C(CBr)NC(=O)C(=O)N=S(=O)=O	0.600	87977570	PUBCHEM:(87977570)	2	273.949	22	0.365	707666772906880326	707666497303343966	42	
1	1	-Infinity	-Infinity	-188.588	0.482	0.252	16.038	C8H8BrN2O2PS	[M - H2O + H]+	C8H7BrN2OPS+	ZNUGHXHKUYIMJW	InChI=1S/C8H8BrN2O2PS/c1-5-2-6-3-7(9)4-10-8(6)11(5)15(12,13)14/h2-4H,14H2,1H3	(5-Bromo-2-methylpyrrolo[2,3-b]pyridin-1-yl)sulfonylphosphane	CC1=CC2=CC(=CN=C2N1S(=O)(=O)P)Br	1.900	90202148	PUBCHEM:(90202148)	2	288.919	22	0.371	707666760143612444	707666498423223246	70	
1	2	0.042	0.042	-40.642	0.216	0.221	9.572	C2H7O7PS2	[M - H2O + H]+	C2H6O6PS2+	UXINKVOPILTUGI	InChI=1S/C2H7O7PS2/c1-11(4,5)8-10(3)9-12(2,6)7/h3H,1-2H3	[Hydroxy(methylsulfonyloxy)phosphanyl] methanesulfonate	CS(=O)(=O)OP(O)OS(=O)(=O)C	-1.300	89725602	PUBCHEM:(89725602)	2	220.935	22	0.375	707666751868250228	707666498536469466	73	
1	1	0.378	0.378	-33.304	0.998	0.333	47.825	C5H11N3	[M + H3N + H]+	C5H15N4+	YMQUIKHZTQNZGZ	InChI=1S/C5H11N3/c1-2-3-4-8-5(6)7/h2-3H,4H2,1H3,(H4,6,7,8)	2-[(E)-but-2-enyl]guanidine	CC=CCN=C(N)N	-0.300	55285409;10909534;54516321	PUBCHEM:(55285409 10909534 54516321);PUBMED:(null)	66	131.129	23	0.376	707666729948816299	707666498502915030	72	
1	2	0.567	0.668	-99.669	0.013	0.333	10.964	C6H14N2O2	[M + H]+	C6H15N2O2+	KDXKERNSBIXSRK	InChI=1S/C6H14N2O2/c7-4-2-1-3-5(8)6(9)10/h5H,1-4,7-8H2,(H,9,10)	Lysin	C(CCN)CC(C(=O)O)N	-1.103	118524989;134261062;21846779;58618378;4477687;161563499;161563500;157506906;155640846;87528070;87190895;87191245;16057978;50992680;5242389;5248709;5259891;16213293;16213331;16213426;16213428;16217576;16217578;16219563;5460921;5460920;5460922;5460924;5460925;5460926;5460928;135207569;118264373;53989584;53989588;53989590;53989591;58203005;58219022;58219025;58359512;124202796;101611383;101738686;101738688;102351657;102351658;101966858;135739675;59069846;59373180;59373182;160448859;140533859;92043531;91869589;10290870;10313213;159106142;159106141;159106143;159106144;641599;159403454;89059446;165412530;141740771;90862357;153693994;153694824;153694890;153711326;71774817;131708617;131708625;131708709;131852320;131854682;11378574;45157534;88683742;59703106;88901890;88901892;88901900;88901911;10975638;88952248;130346519;866;5962;57449;134478;450558;450564;150791321;3532358;12135279;12149172;12149174;12149175;3784624;12205370;12205346;12205349;12205352;12205354;12205357;12205358;12205360;12205363;12205365;12205371;122198194;148178435;122482875;90389224;71309085;71309189;71309643;71310243;44231977;57616908;57616911;57616912;57616921;158520002;141241661;24848423	PUBCHEMANNOTATIONBIO:(null);HMDB:(HMDB0000182 HMDB0003405 HMDB0301757);MiMeDB:(MMDBc0000059 MMDBc0000240 MMDBc0057151);PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);BloodExposome:(69567 5962 5460920 866 12047 641599 5460928 5460926 69568 57449);SUPERNATURAL:(SN0182983 SN0182984);HSDB:(56-87-1);MESH:(866 5962);FooDB:(FDB000474 FDB000475 FDB012887 FDB023163);PUBCHEM:(118524989 134261062 21846779 58618378 4477687 161563499 161563500 157506906 155640846 87528070 87190895 87191245 16057978 50992680 5242389 5248709 5259891 16213293 16213331 16213426 16213428 16217576 16217578 16219563 5460921 5460920 5460922 5460924 5460925 5460926 5460928 135207569 118264373 53989584 53989588 53989590 53989591 58203005 58219022 58219025 58359512 124202796 101611383 101738686 101738688 102351657 102351658 101966858 135739675 59069846 59373180 59373182 160448859 140533859 92043531 91869589 10290870 10313213 159106142 159106141 159106143 159106144 641599 159403454 89059446 165412530 141740771 90862357 153693994 153694824 153694890 153711326 71774817 131708617 131708625 131708709 131852320 131854682 11378574 45157534 88683742 59703106 88901890 88901892 88901900 88901911 10975638 88952248 130346519 866 5962 57449 134478 450558 450564 150791321 3532358 12135279 12149172 12149174 12149175 3784624 12205370 12205346 12205349 12205352 12205354 12205357 12205358 12205360 12205363 12205365 12205371 122198194 148178435 122482875 90389224 71309085 71309189 71309643 71310243 44231977 57616908 57616911 57616912 57616921 158520002 141241661 24848423);GNPS:(CCMSLIB00000577950 CCMSLIB00003137552);COCONUT:(CNP0204700);NORMAN:(NS00078396 NS00082898 NS00079897 NS00003109 NS00079467 NS00079676 NS00080722 NS00084621);METACYC:(SMA-0000161 SMA-0000082 CPD1UA-5654 SMA-0000635 SMA-0000491 SMA-0000436 SMA-0000468 SMA-0000638 SMA-0000452 SMA-0000063 SMA-0000484 SMA-0000449 SMA-0000420 SMA-0000099 SMA-0000286 SMA-0000089 LYS SMA-0000048 SMA-0000404 SMA-0000686 SMA-0000318 SMA-0000110 SMA-0000032 SMA-0000475 SMA-0000459 SMA-0000066 CPD-219);PLANTCYC:(LYS);CHEBI:(32564 132486 32551 32552 25094 32550 32557 32565 53633 18019 133538 16855 32563 32556 53558 32558);KEGG:(C00047 C00739 C16440);DSSTox:(DTXSID00480388 DTXSID00745949 DTXSID10370387 DTXSID10745753 DTXSID10947159 DTXSID10951110 DTXSID10962549 DTXSID30583876 DTXSID30584449 DTXSID30745795 DTXSID30883525 DTXSID401316450 DTXSID40583943 DTXSID4074986 DTXSID601014484 DTXSID6023232 DTXSID60480389 DTXSID60669536 DTXSID701317326 DTXSID70192769 DTXSID70583850 DTXSID70583875 DTXSID80583942 DTXSID80884365 DTXSID9029198 DTXSID90859004);LOTUS:(Q27077084 Q178430 Q20816880);YMDB:(YMDB00330);PUBCHEMANNOTATIONDRUG:(null);PUBCHEMANNOTATIONFOOD:(null);PUBMED:(null);KNAPSACK:(KDXKERNSBIXSRK-UHFFFAOYSA-N)	139577465726	147.113	23	0.378	707666720620683742	707666498565829598	74	
1	1	0.071	0.099	-90.936	0.983	0.333	25.882	C5H9NO2	[M + H3N + H]+	C5H13N2O2+	YRGRLZXBOJQQDP	InChI=1S/C5H9NO2/c6-4-1-3(2-4)5(7)8/h3-4H,1-2,6H2,(H,7,8)	3-Aminocyclobutane-1-carboxylate	C1C(CC1N)C(=O)O	-2.900	40463608;152765554;194581	MESH:(194581);PUBCHEM:(40463608 152765554 194581);DSSTox:(DTXSID70995838);PUBMED:(null)	137438953542	133.097	23	0.378	707666716619317570	707666498599384034	75	
1	1	0.124	0.124	-81.450	1.000	1.000	90.292	C6H7N3O2S	[M + K]+	C6H7KN3O2S+	HDEBGNDUVAIDPY	InChI=1S/C6H7N3O2S/c1-3-7-11-6(10)5-4(2)8-9-12-5/h3H,1-2H3	[(Z)-ethylideneamino] 4-methylthiadiazole-5-carboxylate	CC=NOC(=O)C1=C(N=NS1)C	1.000	53871065	PUBCHEM:(53871065)	2	223.989	23	0.382	707666772978183512	707666499937367186	119	
1	4	0.045	0.012	-99.329	0.022	0.062	11.321	C8H5BrCl2O3	[M + K]+	C8H5BrCl2KO3+	WVMGTWKWGPRKCO	InChI=1S/C8H5BrCl2O3/c1-14-8(13)5-6(11)3(9)2-4(10)7(5)12/h2,12H,1H3	Methyl 3-bromo-2,5-dichloro-6-hydroxybenzoate	COC(=O)C1=C(C(=CC(=C1Cl)Br)Cl)O	3.900	130188571	PUBCHEM:(130188571)	2	336.844	23	0.386	707666762513394367	707666498968482834	87	
1	1	0.057	0.041	-145.099	0.999	1.000	65.675	C9H9ClN2O5S2	[M + K]+	C9H9ClKN2O5S2+	SCWKXSHZTGDNRE	InChI=1S/C9H9ClN2O5S2/c1-2-12(19(16,17)11-7-13)18(14,15)9-5-3-8(10)4-6-9/h3-6H,2H2,1H3	4-chloro-N-ethyl-N-isocyanatosulfonylbenzenesulfonamide	CCN(S(=O)(=O)C1=CC=C(C=C1)Cl)S(=O)(=O)N=C=O	2.800	88845411	PUBCHEM:(88845411)	2	362.926	23	0.387	707666808071927977	707666498662298602	77	
1	1	0.043	0.043	-64.285	1.000	0.999	17.525	C4H6Cl2O4S	[M + Na]+	C4H6Cl2NaO4S+	KPXBYZJRPLRTGX	InChI=1S/C4H6Cl2O4S/c1-9-11(7,8)10-3-2-4(5)6/h2H,3H2,1H3	3,3-Dichloroprop-2-enyl methyl sulfate	COS(=O)(=O)OCC=C(Cl)Cl	1.500	153524480	PUBCHEM:(153524480)	2	242.926	23	0.389	707666743106348759	707666498628744166	76	
