formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	mappingFeatureId	overallFeatureQuality
1	C4H6N2O3S	[M + K]+	C4H6KN2O3S+	Amino acids and Peptides	0.398	Histidine alkaloids	0.501	Imidazole alkaloids	0.508	Organic acids and derivatives	0.933	Carboxylic acids and derivatives	0.888	Carboxylic acid derivatives	0.486	Carboxylic acid amides	0.346	Acetamides	0.680	Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Acetamides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	200.973	20	0.341	707666730124977085	707666499069146142	90	
1	C4H5BrF3NO2	[M + H]+	C4H6BrF3NO2+	Fatty acids	0.937	Fatty Acids and Conjugates	0.912	Halogenated fatty acids	0.993	Organic acids and derivatives	0.763	Carboxylic acids and derivatives	0.756	Carboxylic acids	0.556			Carboxylic acids	0.556	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Alkyl bromides; Alkyl fluorides; Carboxylic acids; Organobromides; Organofluorides; Carbonyl compounds; Alkyl halides; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	235.952	21	0.347	707666740682040900	707666496212824838	20	
8	C4H4Cl2N2O2S	[M + H3N + H]+	C4H8Cl2N3O2S+	Alkaloids	0.230	Histidine alkaloids	0.237	Imidazole alkaloids	0.234	Organohalogen compounds	0.995	Aryl halides	0.820	Aryl chlorides	0.840			Aryl chlorides	0.840	Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Organohalogen compounds; Organosulfonic acids and derivatives; Organonitrogen compounds; Azoles; Sulfonyl halides; Aryl chlorides; Organochlorides; Aryl halides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic sulfonic acids and derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	231.971	21	0.348	707666770679704827	707666495847920370	15	
1	C7H16N2	[M + H3N + H]+	C7H20N3+	Alkaloids	1.000	Ornithine alkaloids	1.000	Polyamines	1.000	Organic nitrogen compounds	1.000	Organonitrogen compounds	1.000	Amines	0.998	Secondary amines	0.814	Dialkylamines	0.817	Organic compounds; Organonitrogen compounds; Monoalkylamines; Dialkylamines; Amines; Primary amines; Secondary amines; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	146.165	21	0.349	707666719492415944	707666495990526710	16	
1	C7H13N	[M + H3N + H]+	C7H17N2+	Alkaloids	0.840	Ornithine alkaloids	0.319	Acetate-derived alkaloids	0.454	Organic nitrogen compounds	1.000	Organonitrogen compounds	1.000	Amines	0.944	Tertiary amines	0.559	Trialkylamines	0.628	Organic compounds; Organonitrogen compounds; Trialkylamines; Amines; Tertiary amines; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	129.139	21	0.350	707666715591713047	707666496057635578	17	
3	C4H2Cl2O2	[M + H3N + H]+	C4H6Cl2NO2+	Fatty acids	0.507	Fatty Acids and Conjugates	0.294	Halogenated fatty acids	0.727	Organohalogen compounds	0.998	Vinyl halides	0.919	Vinylogous halides	0.782			Vinylogous halides	0.782	Organic compounds; Organohalogen compounds; Organooxygen compounds; Organochlorides; Carbonyl compounds; Vinyl chlorides; Vinyl halides; Vinylogous halides; Haloalkenes; Chloroalkenes; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	169.978	21	0.351	707666721837031974	707666498117039026	63	
1	C7H7AsN2O6	[M + K]+	C7H7AsKN2O6+	Alkaloids	0.096	Small peptides	0.072	Aminoacids	0.082	Organoheterocyclic compounds	0.967	Diazines	0.502					Diazines	0.502	Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organoarsenic compounds; Organometallic compounds; Diazines; Organometalloid compounds; Organic salts; Organic oxides; Organic metalloid salts; Organic metal salts; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Oxygen-containing organoarsenic compounds; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	328.915	21	0.352	707666735183307957	707666497487893362	47	
2	C3H4Cl2O3	[M + H]+	C3H5Cl2O3+	Fatty acids	0.767	Fatty Acids and Conjugates	0.754	Halogenated fatty acids	0.968	Organohalogen compounds	0.989	Organochlorides	0.955					Organochlorides	0.955	Organic compounds; Organohalogen compounds; Organooxygen compounds; Organochlorides; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	158.962	21	0.353	707666755445991685	707666498263839678	66	
1	C4H5NO4S	[M + Na]+	C4H5NNaO4S+	Alkaloids	0.250	Nicotinic acid alkaloids	0.084	Pyridine alkaloids	0.084	Organosulfur compounds	0.706	Sulfonyls	0.601	Sulfonyl isocyanates	0.561			Sulfonyl isocyanates	0.561	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Sulfonyls; Organic oxides; Hydrocarbon derivatives; Sulfonyl isocyanates; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	185.984	21	0.356	707666767332649951	707666496338653970	23	
2	C5H7Cl2NO3	[M + H]+	C5H8Cl2NO3+	Fatty acids	0.932	Fatty Acids and Conjugates	0.774	Halogenated fatty acids	0.983	Organic acids and derivatives	0.975	Carboxylic acids and derivatives	0.943	Carboxylic acid derivatives	0.730	Carboxylic acid amides	0.613	Secondary carboxylic acid amides	0.515	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Alkyl chlorides; Carboxylic acid derivatives; Organochlorides; Secondary carboxylic acid amides; Carbonyl compounds; Alkyl halides; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	199.988	21	0.356	707666760810506840	707666498356114374	68	
3	C2H2Cl2N2O	[M + H3N + H]+	C2H6Cl2N3O+	Fatty acids	0.752	Nicotinic acid alkaloids	0.246	Halogenated fatty acids	0.807	Organohalogen compounds	0.819	Organochlorides	0.576					Organochlorides	0.576	Organic compounds; Organohalogen compounds; Organonitrogen compounds; Organochlorides; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	157.989	21	0.356	707666744649852772	707666496258962186	21	
2	C3H3FN2O2S2	[M + H3N + H]+	C3H7FN3O2S2+	Amino acids and Peptides	0.180	Fatty acyls	0.043	Halogenated fatty acids	0.019	Organoheterocyclic compounds	0.817	Azoles	0.543	Thiadiazoles	0.597			Thiadiazoles	0.597	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Thiadiazoles; Organic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Azoles; Sulfonyls; Organofluorides; Organic oxides; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	199.996	22	0.360	707666760214915634	707666496464483102	26	
1	C2H4Cl2O2	[M + H]+	C2H5Cl2O2+	Fatty acids	0.985	Fatty Acids and Conjugates	0.895	Halogenated fatty acids	0.994	Organohalogen compounds	0.996	Alkyl halides	0.843	Alkyl chlorides	0.735			Alkyl chlorides	0.735	Organic compounds; Organohalogen compounds; Organooxygen compounds; Alkyl chlorides; Organochlorides; Carbonyl compounds; Alkyl halides; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	130.967	22	0.361	707666753231399065	707666498213508026	65	
1	C4H7NO3P2	[M + K]+	C4H7KNO3P2+	Alkaloids	0.146	Pseudoalkaloids (transamidation)	0.120	Aminoacids	0.069	Organic acids and derivatives	0.847	Organic phosphonic acids and derivatives	0.829	Organic phosphonic acids	0.748			Organic phosphonic acids	0.748	Organic compounds; Organic acids and derivatives; Organonitrogen compounds; Organophosphorus compounds; Organic phosphonic acids and derivatives; Organic phosphonic acids; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	217.952	22	0.361	707666757333428583	707666496422540058	25	
2	C4H7Cl2NO2	[M + H]+	C4H8Cl2NO2+	Fatty acids	0.869	Fatty Acids and Conjugates	0.261	Halogenated fatty acids	0.932	Organic acids and derivatives	0.995	Carboxylic acids and derivatives	0.983	Carboxylic acid derivatives	0.948	Carboxylic acid amides	0.922	Secondary carboxylic acid amides	0.822	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Alkyl chlorides; Carboxylic acid derivatives; Organochlorides; Secondary carboxylic acid amides; Carbonyl compounds; Alkyl halides; Acetamides; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	171.993	22	0.363	707666734759683217	707666498167370678	64	
1	C4H7Cl2NO	[M - H2O + H]+	C4H6Cl2N+	Fatty acids	0.852	Fatty Acids and Conjugates	0.168	Halogenated fatty acids	0.932	Organic acids and derivatives	0.992	Carboxylic acids and derivatives	0.979	Carboxylic acid derivatives	0.952	Carboxylic acid amides	0.946	Secondary carboxylic acid amides	0.803	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Alkyl chlorides; Carboxylic acid derivatives; Organochlorides; Secondary carboxylic acid amides; Carbonyl compounds; Alkyl halides; Acetamides; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	137.987	22	0.363	707666740644292151	707666497127183178	37	
1	C4H3BrO6	[M + Na]+	C4H3BrNaO6+	Fatty acids	0.608	Fatty Acids and Conjugates	0.807	Halogenated fatty acids	0.867	Organic acids and derivatives	0.959	Carboxylic acids and derivatives	0.940	Carboxylic acids	0.750			Carboxylic acids	0.750	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organooxygen compounds; Carboxylic acids; Organobromides; Carbonyl compounds; Alkyl halides; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	248.901	22	0.363	707666748080793572	707666497232040790	40	
1	C4H6N3O2	[M + Na]+	C4H6N3NaO2+	Alkaloids	0.620	Histidine alkaloids	0.278	Imidazole alkaloids	0.274	Organoheterocyclic compounds	0.986	Azoles	0.841	Imidazoles	0.513			Imidazoles	0.513	Organic compounds; Organoheterocyclic compounds; Imidazoles; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Monocarboxylic acids and derivatives; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	151.035	22	0.364	707666715650433305	707666496812610354	31	
1	C5H10Cl2N2O	[M - H2O + H]+	C5H9Cl2N2+	Fatty acids	0.545	Histidine alkaloids	0.125	Halogenated fatty acids	0.767	Organic acids and derivatives	0.791	Carboxylic acids and derivatives	0.665	Carboxylic acid derivatives	0.602	Carboxylic acid amides	0.667	Acetamides	0.663	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Organochlorides; Carbonyl compounds; Alkyl halides; Acetamides; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	167.013	22	0.364	707666723967738445	707666496875524918	32	
2	C3H4Cl2O	[M + H3N + H]+	C3H8Cl2NO+	Fatty acids	0.783	Fatty acyls	0.347	Halogenated fatty acids	0.896	Organohalogen compounds	0.996	Vinyl halides	0.516					Vinyl halides	0.516	Organic compounds; Organohalogen compounds; Organooxygen compounds; Organochlorides; Carbonyl compounds; Vinyl halides; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	143.997	22	0.364	707666740447159830	707666496762278702	30	
2	C3H5Cl2N	[M + H]+	C3H6Cl2N+	Fatty acids	0.466	Fatty acyls	0.100	Halogenated fatty acids	0.523	Organohalogen compounds	0.985	Alkyl halides	0.708	Alkyl chlorides	0.707			Alkyl chlorides	0.707	Organic compounds; Organohalogen compounds; Organonitrogen compounds; Alkyl chlorides; Organochlorides; Alkyl halides; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	125.987	22	0.364	707666752883271813	707666496707752746	29	
1	C5H8BrFN2O6	[M + Na]+	C5H8BrFN2NaO6+	Fatty acids	0.754	Fatty Acids and Conjugates	0.773	Halogenated fatty acids	0.966	Lipids and lipid-like molecules	0.676	Fatty Acyls	0.596	Fatty acids and conjugates	0.595	Halogenated fatty acids	0.593	Halogenated fatty acids	0.593	Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Halogenated fatty acids; Alkyl fluorides; Organic nitro compounds; Carboxylic acids; Organic oxoazanium compounds; Organobromides; Organofluorides; Carbonyl compounds; Alkyl halides; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Fatty Acyls; Organic oxides; C-nitro compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	312.943	22	0.364	707666755030755574	707666497051685698	35	
3	C4H5BrN2O4S	[M + H3N + H]+	C4H9BrN3O4S+	Alkaloids	0.315	Histidine alkaloids	0.110	Halogenated fatty acids	0.430	Organoheterocyclic compounds	0.753	Azacyclic compounds	0.629					Azacyclic compounds	0.629	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Organic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	273.949	22	0.365	707666772906880326	707666497303343966	42	
1	C8H8BrN2O2PS	[M - H2O + H]+	C8H7BrN2OPS+	Alkaloids	0.711	Proline alkaloids	0.305	Pyrrole alkaloids	0.305	Organohalogen compounds	0.996	Aryl halides	0.977	Aryl bromides	0.991			Aryl bromides	0.991	Organic compounds; Organoheterocyclic compounds; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Azoles; Aryl bromides; Organobromides; Benzene and substituted derivatives; Benzenoids; Aryl halides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	288.919	22	0.371	707666760143612444	707666498423223246	70	
2	C2H7O7PS2	[M - H2O + H]+	C2H6O6PS2+	Fatty acids	0.491	Fatty acyls	0.055	Fatty alcohols	0.049	Organic acids and derivatives	0.994	Organic sulfonic acids and derivatives	0.727	Organosulfonic acids and derivatives	0.721	Alkanesulfonic acids and derivatives	0.647	Alkanesulfonic acids	0.503	Organic compounds; Organosulfur compounds; Organic acids and derivatives; Organosulfonic acids and derivatives; Organooxygen compounds; Sulfonyls; Alkanesulfonic acids and derivatives; Alkanesulfonic acids; Organic oxides; Hydrocarbon derivatives; Organic sulfonic acids and derivatives; Organic oxygen compounds; Chemical entities	220.935	22	0.375	707666751868250228	707666498536469466	73	
1	C5H11N3	[M + H3N + H]+	C5H15N4+	Alkaloids	0.979	Ornithine alkaloids	0.754	Polyamines	0.882	Organic nitrogen compounds	1.000	Organonitrogen compounds	1.000	Guanidines	0.962			Guanidines	0.962	Organic compounds; Organonitrogen compounds; Guanidines; Carboximidamides; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	131.129	23	0.376	707666729948816299	707666498502915030	72	
2	C6H14N2O2	[M + H]+	C6H15N2O2+	Amino acids and Peptides	1.000	Small peptides	1.000	Aminoacids	1.000	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	1.000	Amino acids, peptides, and analogues	0.998	Amino acids and derivatives	0.998	L-alpha-amino acids	0.512	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Amino fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Medium-chain fatty acids; Fatty Acyls; Organic oxides; L-alpha-amino acids; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	147.113	23	0.378	707666720620683742	707666498565829598	74	
1	C5H9NO2	[M + H3N + H]+	C5H13N2O2+	Amino acids and Peptides	0.999	Small peptides	1.000	Aminoacids	1.000	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	0.999	Amino acids, peptides, and analogues	0.997	Amino acids and derivatives	0.997	Alpha amino acids	0.905	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Dialkylamines; Alpha amino acids; Pyrrolidine carboxylic acids; Amines; Secondary amines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Amino acids; Proline and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	133.097	23	0.378	707666716619317570	707666498599384034	75	
